time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
18.153816,0.0391,0.0010,0.0342,0.052
18.154880,0.0457,0.0082,0.0004,0.046
18.171686,0.0448,0.0032,-0.0320,0.055
18.178416,0.0326,0.0268,-0.0829,0.093
18.185560,0.0178,0.0575,-0.1281,0.141
18.194514,0.0035,0.0931,-0.1217,0.153
18.207681,-0.0249,0.1168,-0.0940,0.152
18.218970,-0.0482,0.1237,-0.0689,0.150
18.229966,-0.0638,0.1045,-0.0468,0.131
18.241240,-0.0534,0.0876,-0.0365,0.109
18.252537,-0.0076,0.0756,-0.0360,0.084
18.262519,0.0228,0.0563,-0.0116,0.062
18.268430,0.0461,0.0419,-0.0042,0.062
18.274808,0.0502,0.0490,0.0105,0.071
18.286064,0.0542,0.0347,0.0152,0.066
18.296774,0.0366,0.0324,0.0125,0.050
18.306969,-0.0015,0.0563,0.0055,0.057
18.317994,-0.0298,0.0778,0.0174,0.085
18.330131,-0.0596,0.0898,0.0388,0.115
18.340797,-0.0680,0.1019,0.0623,0.137
18.350715,-0.0414,0.0973,0.0849,0.136
18.354435,-0.0031,0.0807,0.0984,0.127
18.364607,0.0488,0.0690,0.1017,0.132
18.374100,0.0578,0.0381,0.0695,0.098
18.384123,0.0592,0.0357,0.0312,0.076
18.398024,0.0909,0.0668,0.0073,0.113
18.404755,0.0451,0.0524,0.0002,0.069
18.414236,-0.0026,0.0308,-0.0114,0.033
18.424207,-0.0241,0.0426,-0.0532,0.072
18.439157,-0.0140,0.0591,-0.0973,0.115
18.453017,0.0308,0.0562,-0.1163,0.133
18.454635,0.0539,0.0655,-0.1170,0.144
18.465028,0.0502,0.0579,-0.1265,0.148
18.475115,0.0490,0.0478,-0.1237,0.141
18.486555,0.0523,0.0473,-0.1186,0.138
18.495636,0.0485,0.0326,-0.0995,0.115
18.506737,0.0688,0.0180,-0.0579,0.092
18.515781,0.0723,0.0204,-0.0003,0.075
18.526917,0.1017,0.0348,0.0567,0.122
18.538512,0.1142,0.0137,0.1142,0.162
18.555865,0.1074,0.0092,0.1126,0.156
18.564301,0.1170,0.0166,0.0900,0.149
18.575261,0.1245,0.0359,0.0820,0.153
18.582707,0.0966,0.0337,0.0883,0.135
18.589509,0.0598,0.0362,0.0993,0.121
18.596806,-0.0001,0.0485,0.0977,0.109
18.606542,-0.0121,0.0487,0.1012,0.113
18.617981,-0.0119,0.0561,0.1144,0.128
18.626766,-0.0208,0.0587,0.1203,0.135
18.642412,-0.0276,0.0399,0.1257,0.135
18.652289,-0.0064,0.0402,0.1191,0.126
18.657624,0.0361,0.0501,0.1126,0.128
18.666822,0.0618,0.0598,0.0617,0.106
18.677094,0.0983,0.0501,-0.0002,0.110
18.687407,0.1226,0.0477,-0.0238,0.134
18.698280,0.0949,0.0331,-0.0491,0.112
18.707815,0.0459,0.0353,-0.0644,0.087
18.718323,0.0264,0.0543,-0.0682,0.091
18.727776,-0.0073,0.0709,-0.0149,0.073
18.743452,-0.0142,0.0854,0.0515,0.101
18.764424,0.0003,0.0759,0.0892,0.117
18.765172,0.0072,0.0474,0.0878,0.100
18.770799,0.0303,0.0189,0.0438,0.056
18.777995,0.0526,-0.0026,-0.0043,0.053
18.787959,0.1095,0.0022,-0.0304,0.114
18.799212,0.1118,0.0020,-0.0417,0.119
18.809279,0.0631,-0.0100,-0.0270,0.069
18.820414,0.0404,-0.0195,0.0227,0.050
18.831336,0.0512,-0.0048,0.0689,0.086
18.842163,0.0550,0.0194,0.0960,0.112
18.854027,-0.0049,0.0363,0.0523,0.064
18.871932,-0.0585,0.0578,0.0144,0.083
18.873687,-0.1123,0.1317,-0.1205,0.211
18.878345,-0.0731,0.1719,-0.2041,0.277
18.888612,-0.0843,0.1594,-0.2181,0.283
18.899081,-0.0619,0.0896,-0.1533,0.188
18.910716,-0.0188,-0.0086,-0.0191,0.028
18.920739,0.0455,-0.0441,0.1270,0.142
18.933579,0.1033,-0.0264,0.2463,0.268
18.941624,0.1769,-0.0110,0.3388,0.382
